"id","country_slug","country","ul_safety_index","institutions_resources","safety_frameworks","safety_outcomes","transport_injuries","transport_injuries_rating","falls","falls_rating","drowning","drowning_rating","fires_heat_hot_substances","fires_heat_hot_substances_rating","poisonings","poisonings_rating","exposure_to_mechanical_forces","exposure_to_mechanical_forces_rating","foreign_body","foreign_body_rating","other_unintentional_injuries","other_unintentional_injuries_rating","exposure_to_forces_of_nature_disaster","exposure_to_forces_of_nature_disaster_rating","unintentional_injuries","gdp_per_capita","gdp_per_capita_rating","government_effectiveness","government_effectiveness_rating","education","education_rating","network_readiness","network_readiness_rating","ul_standards_index","ul_standards_index_rating","consumer_protection_survey","consumer_protection_survey_rating","ul_labor_rights_index","ul_labor_rights_index_rating","road_safety","road_safety_rating","iso_membership","iec_membership","ul_safety_index_rank","institutions_resources_rank","safety_frameworks_rank","safety_outcomes_rank","transport_injuries_rating_rank","falls_rating_rank","drowning_rating_rank","fires_heat_hot_substances_rating_rank","poisonings_rating_rank","exposure_to_mechanical_forces_rating_rank","foreign_body_rating_rank","other_unintentional_injuries_rating_rank","exposure_to_forces_of_nature_disaster_rating_rank","gdp_per_capita_rating_rank","government_effectiveness_rating_rank","education_rating_rank","network_readiness_rating_rank","ul_standards_index_rating_rank","consumer_protection_survey_rating_rank","ul_labor_rights_index_rating_rank","road_safety_rating_rank"
1,"Afghanistan","Afghanistan",30.5871042539352,18.8288559276141,39.625,38.3549907600477,3016.253188252,0.034048729745034,1322.50264287,0,1258.619967848,0.186284430405082,181.134068407,0.76266101511528,144.769612234,0.742900421866947,595.030607656,0.0684742008552224,217.865337617999,0.658220915913022,2885.476127267,0,88.042835705,0.999359454503705,9709.694387857,569.9407288,0.158380417057448,-1.47,0.171111111111111,0.357,0.235374149659864,NULL,NULL,4,0.5,NULL,NULL,29.25,0.2925,NULL,NULL,"Correspondent member","Affiliate country",181,176,150,187,186,187,185,115,145,185,135,187,176,165,176,166,NULL,112,NULL,152,NULL
2,"Albania","Albania",61.9664215259941,42.7826861674119,59.5,93.4725813440186,580.024905503,0.888173022748982,196.292507462,0.897786674282525,77.341299038,0.961376721787638,35.881742951,0.977051407408291,23.547896126,0.96935671191115,174.454087391,0.767168098792745,30.410641921,0.981779808878235,102.534587495,0.969862841165943,3.156673483,0.999977033986166,1223.64434137,4094.358832,0.477549458652774,-0.27,0.437777777777778,0.602,0.568707482993197,3.27,0.227272727272727,5,0.625,NULL,NULL,56.5,0.565,NULL,NULL,"Correspondent member","Associate member",99,113,108,17,34,46,39,17,46,100,8,54,100,100,97,105,93,103,NULL,103,NULL
3,"Algeria","Algeria",64.7939165084109,41.1750586169431,75.25,87.7934196178441,1222.437340766,0.662947796126618,213.329819962,0.88420495303248,102.972809691,0.944558686510963,189.460231923,0.750371714707269,70.724711986,0.881224922997719,104.398967233,0.883549025010009,58.893975802,0.932615737825079,125.055271201,0.962014320465113,10.912284779,0.999920608930715,2098.185413343,4473.486446,0.491883812416334,-0.48,0.391111111111111,0.631,0.608163265306122,3.05,0.155844155844156,8,1,NULL,NULL,50.5,0.505,NULL,NULL,"Member body","Full member",82,117,60,77,148,53,51,120,114,47,46,79,115,95,109,92,111,1,NULL,115,NULL
4,"Andorra","Andorra",41.6872544180527,77.9857783578456,10,92.8954552367327,382.203119807,0.957527932567908,588.408997282,0.585201173354405,18.477528647,1,33.599050948,0.980420628744135,17.042223772,0.981510065887903,87.081274251,0.912318501739844,30.6400703269999,0.981383800654572,124.439643695999,0.962228868357179,0,1,1281.89190873,39639.38602,0.845015527606118,1.51,0.833333333333333,0.67,0.661224489795918,NULL,NULL,0,NULL,NULL,NULL,20,0.2,NULL,NULL,NULL,NULL,156,24,185,25,12,175,1,14,22,25,10,77,1,20,20,77,NULL,NULL,NULL,162,NULL
5,"Angola","Angola",37.4810173222902,35.5731959941128,34.875,42.4421141407299,2112.815715373,0.350787476380606,311.293220147,0.806110969957432,1542.526576668,0,697.846990079,0,336.517416872,0.384693180981529,562.298716976999,0.122850922292183,468.753371388,0.225171990875398,216.403719969,0.93017913284364,0.4674206593,0.999996599334906,6248.9231481323,3928.824514,0.47086934921114,-1.13,0.246666666666667,0.441,0.349659863945578,NULL,NULL,4,0.5,NULL,NULL,19.75,0.1975,NULL,NULL,"Correspondent member","Affiliate country",168,130,158,186,179,94,187,187,186,183,183,166,69,101,160,145,NULL,112,NULL,165,NULL
6,"Antigua-and-Barbuda","Antigua and Barbuda",63.9101298029875,65.1931078829584,44.625,89.7282472874196,394.658092408999,0.953161307837625,88.023103308,0.984096347074411,232.177576981,0.859781383931513,143.251311965,0.818575431557454,28.684124118,0.959761639565752,258.150906302,0.628124538745572,92.447153293,0.874700789767435,23.688797955,0.997340817388003,0,1,1261.081066331,13017.31039,0.664772828325486,0.49,0.606666666666667,0.687,0.684353741496599,NULL,NULL,2,0.25,NULL,NULL,64.25,0.6425,NULL,NULL,"Subscriber member","Affiliate country",88,44,143,63,13,6,93,105,65,138,67,3,1,47,52,64,NULL,150,NULL,83,NULL
7,"Argentina","Argentina",76.5010540313832,54.3480714991474,94.5,87.1738667126682,795.580912381,0.812600621229335,274.047977291,0.835801950055404,113.316334318,0.937771815287605,98.297209479,0.884927055442975,45.174121624,0.928956402864434,174.294086173,0.767433905059364,162.254518364,0.754208776061358,234.27605629,0.923950574092104,0.4255379736,0.999996904047555,1897.6667538936,11198.64257,0.640414305028771,-0.19,0.455555555555556,0.783,0.814965986394558,3.38,0.262987012987013,8,1,NULL,NULL,89,0.89,NULL,NULL,"Member body","Full member",38,71,22,82,87,75,56,87,86,99,113,173,67,55,91,34,89,1,NULL,33,NULL
8,"Armenia","Armenia",62.5071832619703,45.0438326822618,62.625,86.5778329541591,739.350635558,0.832314555993555,278.712343425,0.832083633528655,243.509118444999,0.85234622856121,135.125953238,0.83056834691722,53.621572442,0.913175580467309,155.299436301,0.798989270895441,129.947403912,0.809972938960143,232.031592168,0.924732776060471,299.415853806,0.997821634490314,2267.013909295,3124.784018,0.433806492200801,-0.17,0.46,0.701,0.703401360544217,3.2,0.204545454545455,6,0.75,NULL,NULL,50.25,0.5025,NULL,NULL,"Member body","Affiliate country",95,98,95,86,72,77,95,102,97,89,100,172,186,108,89,58,99,76,NULL,116,NULL
9,"Australia","Australia",93.8454816376303,89.700507115534,97.125,94.866782774152,458.184164017,0.930889519358806,335.905514657,0.786490661686463,49.980974291,0.979329113006627,33.219475881,0.980980876211866,23.863927345,0.968766328771143,81.560999388,0.92148920475314,28.353140806,0.985331188482617,59.856311418,0.984736338686662,0.3822868166,0.999997218716359,1071.3067946196,51845.65486,0.88846761506869,1.77,0.891111111111111,0.919,1,5.06,0.808441558441558,8,1,NULL,NULL,94.25,0.9425,NULL,NULL,"Member body","Full member",5,8,16,4,22,107,24,13,47,20,6,18,60,7,10,1,15,1,NULL,23,NULL
10,"Austria","Austria",91.4319089131322,84.4372088620683,100,90.5231154451765,493.17413941,0.918622283071307,658.609811217,0.529238832674708,35.276508424,0.988977402138853,37.580821663,0.97454359109307,17.876400671,0.97995172624503,128.920539282,0.842811913133967,46.228760039,0.954476716960356,134.399509989,0.958757827344455,41.221544961,0.999700097404137,1593.288035656,46659.84082,0.87140919554643,1.84,0.906666666666667,0.794,0.829931972789116,4.94,0.76948051948052,8,1,NULL,NULL,100,1,NULL,NULL,"Member body","Full member",13,16,1,51,26,180,11,21,27,75,29,96,161,12,7,30,18,1,NULL,1,NULL
11,"Azerbaijan","Azerbaijan",54.9169884689028,48.4601698321333,41,83.3587803605422,471.950182690999,0.926063251208704,283.586839213999,0.828197806873735,228.51829417,0.862182410864177,288.848485798,0.603676047903413,55.5600912779999,0.909554201411841,200.782180764,0.723429855458443,195.115432143,0.697488719811902,154.649000615,0.951700823727949,0.3965166798,0.999997115188631,1879.4070233528,5842.805784,0.535108504272756,-0.79,0.322222222222222,0.697,0.697959183673469,3.75,0.383116883116883,5,0.625,NULL,NULL,19.5,0.195,NULL,NULL,"Member body",NULL,117,92,149,102,24,81,91,154,99,110,131,124,63,81,138,61,62,103,NULL,166,NULL
12,"Bahamas","Bahamas",57.3930716190761,73.525705876061,29.375,87.5308865544098,1023.88542145499,0.73255868559332,167.990790214,0.920348098483668,343.884923495,0.786484959082815,157.096330076,0.798140379279959,25.9789754639999,0.964815172446422,100.29990226,0.890358705403199,136.301212478,0.799005855643911,55.68091874,0.986191474609496,16.980634246,0.999876459354093,2028.09910842799,21920.51659,0.749127185352124,1.07,0.735555555555556,0.714,0.72108843537415,NULL,NULL,0,NULL,NULL,NULL,58.75,0.5875,NULL,NULL,NULL,NULL,108,29,165,78,128,35,118,108,57,44,103,11,130,34,31,53,NULL,NULL,NULL,99,NULL
13,"Bahrain","Bahrain",72.1896436790481,67.8877594114336,58.375,94.9306218271174,708.65903981,0.843074810976657,137.219484895,0.944878216795619,44.05885702,0.983214891668862,53.7533080209999,0.950673228372473,19.227268058,0.977428148567503,87.4134770129999,0.911766621091488,40.477717994,0.964403386391376,106.969778425999,0.968317164831756,0.06930976042,0.999999495744832,1197.84824099742,20386.01756,0.737380094041347,0.48,0.604444444444444,0.714,0.72108843537415,4.58,0.652597402597403,7,0.875,NULL,NULL,29.25,0.2925,NULL,NULL,"Member body","Associate member",52,37,111,3,64,20,19,42,32,27,22,60,38,35,53,53,27,60,NULL,152,NULL
14,"Bangladesh","Bangladesh",45.1505682553116,25.4444275497417,44.875,80.6106671989614,683.782342821,0.85179640384973,314.731243998,0.803370262959466,1341.25724434899,0.132062240766044,116.670702118,0.857808038364923,43.9922179789999,0.931164336584808,88.586314814,0.909818213191035,129.381788429,0.810949227758047,135.97952202,0.958207188771721,29.670505319,0.999784135660753,2884.05188184699,760.3319352,0.205033337817333,-0.75,0.331111111111111,0.433,0.338775510204082,3.01,0.142857142857143,6,0.75,NULL,NULL,14.75,0.1475,NULL,NULL,"Member body","Affiliate country",146,155,141,127,59,96,186,94,85,29,98,98,149,154,134,148,116,76,NULL,169,NULL
15,"Barbados","Barbados",81.9053622056127,71.2497681312125,82.5,93.4758884735223,551.659241319,0.898117822683497,141.64269669,0.941352142502528,183.101324364999,0.891982613071564,87.04077336,0.901541397057111,18.815005023,0.978198303952412,104.667071719,0.883103629322537,67.051127553,0.918535967881258,16.058492474,1,0.2630587915,0.999998086146104,1170.2987912945,15901.43294,0.697166565281485,1.41,0.811111111111111,0.743,0.760544217687075,4.36,0.581168831168831,6,0.75,NULL,NULL,90,0.9,NULL,NULL,"Member body","Affiliate country",30,34,39,15,31,23,76,76,30,49,54,1,55,42,22,47,34,76,NULL,28,NULL
16,"Belarus","Belarus",58.802656131532,54.4436612552057,54.5,68.5246783549141,1314.071379602,0.630821554431575,952.472444624,0.294978859293455,541.047519073,0.657117340741386,341.538432986,0.525906425888272,165.594636928,0.703996849275378,176.243192981999,0.764195899682797,210.277177393,0.671318569791013,248.809717595999,0.918885552838393,0,1,3950.054501184,5818.854859,0.534443624504244,-1.14,0.244444444444445,0.812,0.854421768707483,NULL,NULL,8,1,NULL,NULL,9,0.09,NULL,NULL,"Member body","Full member",103,70,117,170,155,186,163,175,153,102,133,175,1,82,162,22,NULL,1,NULL,177,NULL
17,"Belgium","Belgium",88.722936251504,82.5831388715741,95.375,88.6710358326004,659.770518541,0.86021477850785,670.796120539,0.519524210355124,35.301249591,0.98896116829977,64.106838545,0.935391562735179,21.227757679,0.973691000865024,111.051485874,0.872497351993518,93.093642499,0.873584907708415,140.789302532,0.95653096693016,0.3742016588,0.999997277538992,1796.5111174588,44382.87977,0.863311124848535,1.58,0.848888888888889,0.807,0.847619047619047,4.86,0.743506493506494,8,1,NULL,NULL,90.75,0.9075,NULL,NULL,"Member body","Full member",19,18,17,71,50,181,12,54,38,58,70,104,59,15,14,25,21,1,NULL,26,NULL
18,"Belize","Belize",41.3080379105527,51.8387254515733,16.375,83.0363167762128,1085.036341101,0.711119608484235,126.308808103,0.953575936628972,413.166033103999,0.741026376434861,93.841814669,0.891503155606173,50.163897686,0.919634919788373,293.694762513,0.569076364995533,185.430876445,0.714204887464324,93.115546042,0.973145403222714,2.493719148,0.999981857233965,2343.251798811,4344.136669,0.487134552662845,-0.44,0.4,0.675,0.668027210884354,NULL,NULL,1,0.125,NULL,NULL,20.25,0.2025,NULL,NULL,NULL,"Affiliate country",157,83,182,103,134,16,136,82,91,154,123,44,96,98,107,73,NULL,162,NULL,160,NULL
19,"Benin","Benin",49.3983902020764,25.6259082587153,63.5,74.0773429959669,797.859020531,0.811801932729254,309.766107239,0.807328346338467,421.072496100999,0.735838575551899,239.836587571,0.676016921310597,162.064959295,0.710590698360216,347.944814712,0.478952027073981,305.203162134,0.507470198736724,190.516444854,0.93920091998299,32.816195744,0.999761249552891,2807.079788181,732.9536227,0.199097348695345,-0.58,0.368888888888889,0.403,0.297959183673469,3.06,0.159090909090909,4,0.5,NULL,NULL,77,0.77,NULL,NULL,"Correspondent member","Affiliate country",136,154,92,151,88,93,140,141,149,165,163,149,151,157,119,154,109,112,NULL,66,NULL
20,"Bhutan","Bhutan",49.5419764211093,43.6343217487569,32.5,85.7449189523741,641.47785306,0.866628056804368,377.308228053,0.753485449606214,228.40751335,0.862255099351562,194.989901501999,0.7422100000733,54.390617879,0.911738913984355,143.122544978,0.819218454535715,134.33234999,0.802404239262147,132.808263879,0.959312381024862,28.8491864919999,0.999790111071148,1935.686459183,2201.293078,0.377102214820984,0.57,0.624444444444444,0.41,0.307482993197279,NULL,NULL,4,0.5,NULL,NULL,15,0.15,NULL,NULL,"Correspondent member","Affiliate country",135,109,162,90,47,126,90,126,98,81,102,93,148,123,50,152,NULL,112,NULL,167,NULL
21,"Bolivia","Bolivia",49.6652396182978,36.2273861525013,47,71.9486661770723,1095.242239535,0.707541493146631,187.780195847,0.904572477122524,368.245807476,0.770500641509419,184.423930477,0.757805224906325,256.000249647,0.535108630952534,403.080740944,0.387356007421817,317.281414755,0.486622355835409,228.400272316999,0.925998301094878,17.20542059,0.999874823946974,3057.660271588,1981.160105,0.360047827052432,-0.5,0.386666666666667,0.674,0.666666666666667,2.68,0.0357142857142858,4,0.5,NULL,NULL,44,0.44,NULL,NULL,"Correspondent member","Affiliate country",134,127,135,158,135,44,126,118,178,174,168,168,131,126,111,74,129,112,NULL,129,NULL
22,"Bosnia-and-Herzegovina","Bosnia and Herzegovina",64.2777678472602,40.5962144775284,72.125,90.7007745514577,367.425917648,0.962708714449477,189.031474291999,0.903574989106373,18.786324654,0.999797384469089,63.6339013,0.936089611466358,97.68580785,0.83085845450582,172.225269489,0.770870781640471,99.349522498,0.862786855413841,313.379173167,0.896382918579767,0,1,1321.517390898,4475.08813,0.491941755765741,-0.73,0.335555555555556,0.65,0.634013605442177,3.07,0.162337662337662,7,0.875,NULL,NULL,56.75,0.5675,NULL,NULL,"Member body","Associate member",86,119,64,50,10,45,2,51,126,96,75,183,1,94,130,87,108,60,NULL,102,NULL
23,"Botswana","Botswana",61.4965507501179,50.7475618803592,59.375,77.1850994635061,1715.56938439599,0.490059212119299,97.021833062,0.976922783807122,314.738042653,0.805609593476865,272.58603368,0.627679198822194,123.244104907,0.783112577634886,362.061569467,0.455500193862312,116.04372412,0.833971586872991,91.211957624,0.973808809063299,0.6877909073,0.999994996056584,3093.16444081629,6244.002574,0.545857948312699,0.46,0.6,0.619,0.591836734693877,3.47,0.292207792207792,6,0.75,NULL,NULL,43.75,0.4375,NULL,NULL,"Member body","Affiliate country",101,86,109,141,173,10,111,150,138,167,88,43,78,79,54,98,84,76,NULL,131,NULL
24,"Brazil","Brazil",70.3757531287074,54.4468489796604,72.125,88.7586298706649,1348.320860416,0.618813930272069,329.708727077,0.791430586428543,217.102444731,0.869672884647697,49.768370809,0.956554939728636,12.40624988,0.990170605286543,92.909752857,0.902635787084956,80.2609662059999,0.895734934517322,121.054169722,0.963408715421945,20.025749109,0.999854304972131,2271.557290807,11121.42095,0.639294284892456,-0.04,0.488888888888889,0.662,0.650340136054422,3.8,0.399350649350649,8,1,NULL,NULL,44.25,0.4425,NULL,NULL,"Member body","Full member",59,69,64,70,159,104,87,38,9,32,60,73,136,56,80,80,57,1,NULL,128,NULL
25,"Brunei","Brunei",58.7167965382229,64.1767462416352,35.125,89.8034523270864,838.414486498,0.797583475065909,418.113311752999,0.720956653037028,219.516665675,0.86808880115174,79.662509961,0.91243161020576,16.40379196,0.982702730900687,111.998233479,0.87092454242706,49.8689070809999,0.948193588427562,69.345562952,0.981429308222034,0,1,1803.323469359,31453.2244,0.807572838739825,0.9,0.697777777777778,0.678,0.672108843537415,3.77,0.38961038961039,4,0.5,NULL,NULL,20.25,0.2025,NULL,NULL,"Correspondent member","Affiliate country",104,46,157,61,96,146,88,72,19,60,39,29,1,26,37,71,61,112,NULL,160,NULL
26,"Bulgaria","Bulgaria",73.0496435457051,55.0159121961399,79.625,88.9849456865386,735.644064844,0.833614053299691,373.724964447,0.756341938120005,97.186397761,0.94835542253958,76.795840869,0.916662773522965,35.1751921699999,0.947635568126781,175.009551458,0.76624531938059,79.801515676,0.896527975760201,178.834376857,0.94327215306365,1.387146585,0.999989907975015,1753.559050667,6752.552178,0.558531767169446,0.11,0.522222222222222,0.747,0.765986394557823,3.66,0.353896103896104,8,1,NULL,NULL,59.25,0.5925,NULL,NULL,"Member body","Full member",50,66,48,67,70,122,48,70,72,101,59,145,88,74,71,45,69,1,NULL,94,NULL
27,"Burkina-Faso","Burkina Faso",39.1514191488761,19.1233374620534,43.625,71.9355217121322,925.067067146,0.767203697149766,373.815093189,0.756270089731331,405.430607498,0.746101951670477,265.311333351,0.638416554334075,203.153165057,0.633833142534611,280.043343082,0.591755147559561,372.590566985,0.391155192423777,160.924706142,0.949513722954989,7.222197746,0.999947455733308,2993.558080196,574.4580893,0.159658297492648,-0.56,0.373333333333333,0.228,0.0598639455782313,3.1,0.172077922077922,4,0.5,NULL,NULL,37.25,0.3725,NULL,NULL,"Correspondent member","Affiliate country",164,175,147,159,117,123,133,148,165,149,176,129,107,164,115,180,106,112,NULL,139,NULL
28,"Burundi","Burundi",30.9755914923061,14.5267470624613,29.75,68.7707055063292,1062.46182695,0.719034072442996,421.451311558,0.718295682717664,502.497842535,0.682411590022967,329.142995178999,0.544201917996531,278.118671849,0.49378884111361,280.576641671,0.59086919113556,313.563505188,0.493039707500943,166.063546203,0.94772282294842,0.04540090686,0.999999669690939,3353.92174203986,214.2309908,0,-1.1,0.253333333333333,0.37,0.253061224489796,2.8,0.0746753246753247,2,0.25,NULL,NULL,34.5,0.345,NULL,NULL,"Subscriber member","Affiliate country",180,181,164,169,131,147,158,170,181,150,166,138,34,182,157,161,127,150,NULL,141,NULL
29,"Cabo-Verde","Cabo Verde",52.6222236402077,44.4116733827359,39,84.129022662417,598.089164123,0.881839822271957,130.123225972,0.950535177693081,538.578489795,0.658737386553695,90.400496265,0.896582493236897,58.57704673,0.903918177101808,272.48589322,0.604310161565624,175.827648491,0.730780678186106,174.085446633,0.944927168411161,2.615037374,0.999980974597204,2040.782448603,3393.927492,0.447180133454866,-0.02,0.493333333333333,0.472,0.391836734693877,NULL,NULL,0,NULL,NULL,NULL,78,0.78,NULL,NULL,NULL,NULL,122,100,152,98,40,17,162,80,100,144,120,141,97,105,78,136,NULL,NULL,NULL,62,NULL
30,"Cambodia","Cambodia",37.1599049230855,26.8884558058036,24.625,77.4964273608711,1208.049338311,0.667992127362585,251.287571155,0.853945979031627,711.243925616,0.545443502708415,191.073725,0.747990221587251,63.4377182,0.894837876446444,287.693669088,0.579045840596213,173.428351991,0.734922018665995,158.04877039,0.950515994536904,2.07527955399999,0.999984901542968,3046.338349305,782.6927899,0.209724997847482,-0.92,0.293333333333333,0.495,0.42312925170068,3.03,0.149350649350649,2,0.25,NULL,NULL,24.25,0.2425,NULL,NULL,"Subscriber member","Affiliate country",169,151,175,139,147,64,172,121,107,152,118,128,94,153,148,132,113,150,NULL,157,NULL
31,"Cameroon","Cameroon",43.7426383586386,26.7679282506673,44.25,70.6621566085925,955.78012988,0.756435915994191,397.051870823,0.737746309259835,387.865235098,0.757627415646068,260.09043213,0.646122531208313,164.594897068999,0.705864479818382,370.70447579,0.441141936524216,378.768029623,0.380492493551106,204.908940941,0.934185095199422,3.035224836,0.999977917571789,3122.79923619,1147.242347,0.271617975213252,-0.88,0.302222222222222,0.48,0.402721088435374,2.86,0.0941558441558441,6,0.75,NULL,NULL,13.5,0.135,NULL,NULL,"Member body","Affiliate country",149,152,146,163,119,138,131,146,152,171,177,161,98,143,146,134,126,76,NULL,172,NULL
32,"Canada","Canada",93.2626070781072,89.5423994916764,97.5,92.9157444966849,519.440742209999,0.909413399115305,449.624564499,0.695836667062954,43.529213872,0.983562415358266,63.6750657579999,0.936028853304509,24.348634179,0.96786083992879,89.528004173,0.908253806769888,33.291385625,0.976807459477666,60.089252656,0.984655158019486,0.2191410204,0.999998405664782,1283.7460039924,47463.63119,0.874173819287752,1.79,0.895555555555556,0.85,0.906122448979592,5.36,0.905844155844156,8,1,NULL,NULL,95,0.95,NULL,NULL,"Member body","Full member",6,10,13,24,29,155,18,52,49,30,13,19,53,11,9,15,7,1,NULL,20,NULL
33,"Central-African-Republic","Central African Republic",33.2782676924575,16.0219105970915,44.5,51.6901530086008,2697.67623394699,0.145739542051046,271.105556748999,0.838147574437293,848.135724664,0.455622378364841,564.110372216,0.197393369624739,327.835814096,0.400911426518813,508.534675464,0.212167862072661,317.614898086,0.486046742101117,256.846030243,0.916084875603558,0,1,5791.85930546499,446.8002046,0.118979313377598,-1.39,0.188888888888889,0.311,0.172789115646258,NULL,NULL,2,0.25,NULL,NULL,64,0.64,NULL,NULL,"Subscriber member","Affiliate country",178,180,145,183,185,71,178,185,185,182,169,178,1,172,174,172,NULL,150,NULL,84,NULL
34,"Chad","Chad",24.4625544671046,11.9472716195131,23.375,52.4185568345642,1117.999106646,0.699563097538221,409.546680748,0.727785757942035,862.008053809,0.446520093131296,372.461276129,0.480264743722906,324.573507532,0.407005795293563,606.003729627,0.0502448109748005,599.207356572,0,284.657906741,0.90639235954707,14.64431698,0.99989345696089,4591.101934784,895.8779959,0.231587009905241,-1.45,0.175555555555556,0.236,0.0707482993197279,2.57,0,1,0.125,NULL,NULL,34.25,0.3425,NULL,NULL,NULL,"Affiliate country",185,185,178,181,136,143,179,178,184,186,187,180,126,150,175,179,131,162,NULL,142,NULL
35,"Chile","Chile",81.3788838413158,67.5648149271783,88.375,90.257888332372,723.384693265,0.837912101703747,379.746453837,0.751541756729596,128.52307409,0.927793960708879,134.667265228999,0.831245363976197,16.752797819,0.982050747291064,95.83447827,0.897777009429184,56.018930627,0.937578251197119,133.035203908,0.959233291795658,264.251721091999,0.998077467082037,1932.214618137,12785.05187,0.661858727781833,1.26,0.777777777777778,0.74,0.756462585034014,4.13,0.506493506493506,8,1,NULL,NULL,76.75,0.7675,NULL,NULL,"Member body","Full member",31,38,33,58,67,130,59,100,21,38,43,94,185,49,25,48,39,1,NULL,68,NULL
36,"China","China",66.7164512472304,53.57344382928,65.125,85.1140999980615,1322.030741721,0.628031058733454,344.18660216,0.779889184950447,313.464831561,0.806445006939216,39.877192467,0.97115418003907,79.815584468,0.864242113962872,218.839431182,0.693431769325064,39.249594556,0.966523206642058,157.270277849999,0.950787301345144,32.27624693,0.999765177888209,2547.010502895,4514.94052,0.493376837895998,0.1,0.52,0.599,0.564625850340136,4.31,0.564935064935065,8,1,NULL,NULL,30.25,0.3025,NULL,NULL,"Member body","Full member",70,78,87,93,156,110,110,25,119,117,20,126,150,92,73,107,36,1,NULL,149,NULL
37,"Colombia","Colombia",67.6029990361547,50.3805553625845,66.875,91.7003815369307,842.135865240999,0.796278786170221,166.748219635,0.921338644805893,200.35400521,0.880662320678479,34.056074219,0.979746068815066,15.176569286,0.984995325847657,114.151206799,0.867347858402573,111.448788084,0.841902742779895,70.432701614,0.981050437384685,39.564445615,0.999712153439299,1594.067875703,6250.6545,0.546030295311463,-0.04,0.488888888888889,0.611,0.580952380952381,3.8,0.399350649350649,7,0.875,NULL,NULL,46.25,0.4625,NULL,NULL,"Member body","Associate member",68,87,82,37,97,34,79,15,15,64,83,31,160,78,80,100,57,60,NULL,125,NULL
38,"Comoros","Comoros",40.741644857565,21.8650821726726,37.75,81.9308775236073,661.051366478,0.859765722339189,296.368147246999,0.818008866398812,279.873213731,0.82848604155921,215.261057019,0.712290059240139,150.866201147,0.731511283423035,201.623188331999,0.722032709332668,174.348289147,0.733334147811728,106.811139267,0.968372451018429,3.06567963,0.999977696001448,2089.268281998,739.8977906,0.200623666994237,-1.74,0.111111111111111,0.437,0.34421768707483,NULL,NULL,1,0.125,NULL,NULL,63,0.63,NULL,NULL,NULL,"Affiliate country",160,168,155,115,51,89,106,134,146,112,119,59,99,156,183,146,NULL,162,NULL,87,NULL
39,"Congo","Congo",54.5899877685324,35.9226710334987,63.375,71.4582534962362,1419.415418059,0.593888684467625,225.059036165,0.874854713964513,575.526757166,0.634493896871405,373.605359346,0.478576092963351,171.332620084,0.693277628169102,284.04307086,0.585110493715978,245.239306241,0.610971680833634,130.635418462999,0.960069623675654,0,1,3424.856986384,2953.185008,0.424664257989088,-1.23,0.224444444444445,0.499,0.428571428571428,NULL,NULL,4,0.5,NULL,NULL,76.75,0.7675,NULL,NULL,"Correspondent member","Affiliate country",120,129,94,160,166,56,165,179,158,151,147,90,1,115,167,131,NULL,112,NULL,68,NULL
40,"Costa-Rica","Costa Rica",70.6553137187634,55.5203353239469,67.125,94.6450942436675,791.565515101,0.814008390931048,161.863374524,0.925232721682587,174.680782948,0.897507724896497,30.936204712,0.984350952388592,18.087486387,0.979557393532531,49.326469889,0.975039671739856,44.389127288,0.957652041719029,59.189164313,0.984968841302144,35.634715459,0.999740743737793,1365.672840621,7985.951035,0.585686634973956,0.31,0.566666666666667,0.64,0.620408163265306,3.95,0.448051948051948,6,0.75,NULL,NULL,59.25,0.5925,NULL,NULL,"Member body","Affiliate country",57,64,78,5,85,30,73,8,28,4,27,17,155,67,58,89,47,76,NULL,94,NULL
41,"Ivory-Coast","Ivory Coast",51.0042479404354,24.1284047401054,76.25,72.1191480083936,948.886759579,0.758852682549463,340.130459517,0.783122640856574,353.702227585,0.780043365813394,313.458568417,0.567351911608266,155.166967306,0.723476951126938,365.554448216999,0.449697556408081,315.775861964,0.489221037039661,191.214389633,0.938957684292745,0.06995364856,0.999999491060299,2983.95963586656,1236.085198,0.283691126730582,-1.26,0.217777777777778,0.384,0.272108843537415,3.16,0.191558441558442,6,0.75,NULL,NULL,77.5,0.775,NULL,NULL,"Member body","Affiliate country",128,162,56,156,118,108,122,163,148,168,167,150,39,141,168,156,101,76,NULL,63,NULL
42,"Croatia","Croatia",80.8572048467921,63.1823131521884,91.375,91.5657929517593,744.705367833,0.830437224977002,515.180639923,0.643576996257732,85.174379637,0.956237070534832,38.977671647,0.972481860135551,12.706508278,0.989609687613961,87.244744645,0.912046932212593,48.21754992,0.951043937376766,57.691492839,0.985490783962508,0.4298621661,0.999996872587391,1590.3282168881,13509.18582,0.670776343857068,0.63,0.637777777777778,0.76,0.783673469387755,3.91,0.435064935064935,8,1,NULL,NULL,82.75,0.8275,NULL,NULL,"Member body","Full member",32,49,28,40,74,167,41,24,10,26,36,14,68,46,49,41,48,1,NULL,51,NULL
